league,team,zone,zone_idx,n,mean_team,mean_league,direction,cohen_d,t_stat,p_raw,q_fdr,sig
FA WSL 2018-19,Arsenal WFC,C1_R1,0,429,0.002254,0.001668,above,0.0554,1.1481,0.25156458433659445,0.581896,ns
FA WSL 2018-19,Arsenal WFC,C1_R2,1,1014,0.001111,0.002377,below,-0.1326,-4.2222,2.6362147481909463e-05,0.00087,***
FA WSL 2018-19,Arsenal WFC,C1_R3,2,406,0.002437,0.001124,above,0.1389,2.799,0.005371247915707933,0.053391,ns
FA WSL 2018-19,Arsenal WFC,C2_R1,3,1346,0.000541,0.000735,below,-0.0418,-1.5319,0.12577842471694217,0.422104,ns
FA WSL 2018-19,Arsenal WFC,C2_R2,4,1267,0.000292,0.000747,below,-0.0809,-2.8805,0.004037783665543621,0.047028,*
FA WSL 2018-19,Arsenal WFC,C2_R3,5,1286,0.000744,0.000662,above,0.0174,0.6248,0.5322417398572077,0.771704,ns
FA WSL 2018-19,Arsenal WFC,C3_R1,6,1864,0.000604,0.000475,above,0.0334,1.4402,0.14997850775992017,0.449936,ns
FA WSL 2018-19,Arsenal WFC,C3_R2,7,1962,0.000752,0.000629,above,0.0256,1.1361,0.25607208178402435,0.581896,ns
FA WSL 2018-19,Arsenal WFC,C3_R3,8,1861,0.000555,0.000443,above,0.0309,1.3325,0.1828464940082277,0.517194,ns
FA WSL 2018-19,Arsenal WFC,C4_R1,9,1609,0.000938,0.000904,above,0.0077,0.3079,0.7581942639324921,0.889498,ns
FA WSL 2018-19,Arsenal WFC,C4_R2,10,1458,0.001404,0.001459,below,-0.0095,-0.3638,0.7160258547143846,0.880578,ns
FA WSL 2018-19,Arsenal WFC,C4_R3,11,1925,0.001179,0.000884,above,0.0635,2.7857,0.005393074229309854,0.053391,ns
FA WSL 2018-19,Arsenal WFC,C5_R1,12,1362,0.002155,0.001861,above,0.035,1.2918,0.19664507270580225,0.523809,ns
FA WSL 2018-19,Arsenal WFC,C5_R2,13,1379,0.003503,0.004588,below,-0.0832,-3.0912,0.0020333766848207287,0.026841,*
FA WSL 2018-19,Arsenal WFC,C5_R3,14,1614,0.001764,0.001685,above,0.0097,0.3911,0.6957560601508984,0.871897,ns
FA WSL 2018-19,Arsenal WFC,C6_R1,15,859,0.004416,0.003219,above,0.0809,2.3708,0.017970195014936862,0.111191,ns
FA WSL 2018-19,Arsenal WFC,C6_R2,16,840,0.032532,0.038464,below,-0.0738,-2.1402,0.03262521239693191,0.174589,ns
FA WSL 2018-19,Arsenal WFC,C6_R3,17,1200,0.003294,0.00256,above,0.0515,1.7841,0.07465285767182572,0.295625,ns
FA WSL 2018-19,Birmingham City WFC,C1_R1,0,767,0.001034,0.00179,below,-0.0843,-2.3343,0.019835956617854096,0.115515,ns
FA WSL 2018-19,Birmingham City WFC,C1_R2,1,1466,0.001133,0.002375,below,-0.1386,-5.3076,1.2816865752859587e-07,1.3e-05,***
FA WSL 2018-19,Birmingham City WFC,C1_R3,2,705,0.00162,0.001206,above,0.0435,1.1542,0.24879710853337655,0.581896,ns
FA WSL 2018-19,Birmingham City WFC,C2_R1,3,1611,0.000986,0.000691,above,0.0539,2.1614,0.030808844146902672,0.169449,ns
FA WSL 2018-19,Birmingham City WFC,C2_R2,4,1697,0.000389,0.000737,below,-0.0566,-2.3323,0.019802831004773192,0.115515,ns
FA WSL 2018-19,Birmingham City WFC,C2_R3,5,1537,0.000772,0.000659,above,0.0231,0.9065,0.364794513721953,0.683708,ns
FA WSL 2018-19,Birmingham City WFC,C3_R1,6,1754,0.000719,0.000464,above,0.0593,2.4838,0.013091496345882027,0.092576,ns
FA WSL 2018-19,Birmingham City WFC,C3_R2,7,1801,0.000549,0.00065,below,-0.0212,-0.9014,0.3674887362829216,0.683708,ns
FA WSL 2018-19,Birmingham City WFC,C3_R3,8,1776,0.000507,0.000447,above,0.0145,0.6096,0.5422070317314209,0.772352,ns
FA WSL 2018-19,Birmingham City WFC,C4_R1,9,1263,0.000645,0.000933,below,-0.0592,-2.1021,0.03573865746087442,0.181442,ns
FA WSL 2018-19,Birmingham City WFC,C4_R2,10,1065,0.001326,0.001466,below,-0.0234,-0.7637,0.44521230988912847,0.722558,ns
FA WSL 2018-19,Birmingham City WFC,C4_R3,11,1482,0.000793,0.000923,below,-0.0264,-1.0163,0.3096337028397255,0.625586,ns
FA WSL 2018-19,Birmingham City WFC,C5_R1,12,933,0.001899,0.001887,above,0.0014,0.0426,0.9659901928511486,0.985345,ns
FA WSL 2018-19,Birmingham City WFC,C5_R2,13,718,0.005196,0.004418,above,0.0561,1.5026,0.13337140352321447,0.43291,ns
FA WSL 2018-19,Birmingham City WFC,C5_R3,14,1278,0.00151,0.00171,below,-0.0249,-0.8889,0.37423895429808984,0.683708,ns
FA WSL 2018-19,Birmingham City WFC,C6_R1,15,560,0.002575,0.003403,below,-0.0661,-1.5634,0.11851796493039146,0.414535,ns
FA WSL 2018-19,Birmingham City WFC,C6_R2,16,279,0.040079,0.03771,above,0.0274,0.4569,0.6480964966825445,0.846026,ns
FA WSL 2018-19,Birmingham City WFC,C6_R3,17,807,0.002527,0.002637,below,-0.0078,-0.2205,0.8255645659462088,0.917188,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C1_R1,0,548,0.00131,0.001763,below,-0.0402,-0.9412,0.3470086376363104,0.673605,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C1_R2,1,1094,0.002896,0.002199,above,0.0604,1.9971,0.04605825786347686,0.217132,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C1_R3,2,467,0.000367,0.001331,below,-0.0897,-1.9375,0.053288676794857735,0.23447,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C2_R1,3,1171,0.00084,0.000706,above,0.0214,0.7334,0.46348728512874815,0.740085,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C2_R2,4,875,0.001318,0.000644,above,0.0768,2.2714,0.023366033406366175,0.132185,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C2_R3,5,1226,0.000714,0.000665,above,0.0075,0.2625,0.7930118808322766,0.902393,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C3_R1,6,1349,0.000703,0.000465,above,0.046,1.6901,0.09123766058740926,0.347369,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C3_R2,7,954,0.000588,0.000646,below,-0.0099,-0.3066,0.7592179895626863,0.889498,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C3_R3,8,1511,0.000464,0.000452,above,0.0031,0.1203,0.9042809258209873,0.977428,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C4_R1,9,896,0.000771,0.00092,below,-0.0261,-0.7811,0.43495024732043536,0.711737,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C4_R2,10,621,0.001483,0.001451,above,0.0052,0.1286,0.8977361113027994,0.977428,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C4_R3,11,1192,0.000764,0.000926,below,-0.0318,-1.0985,0.2722104164382565,0.586191,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C5_R1,12,577,0.00169,0.001908,below,-0.0242,-0.5818,0.560953692785957,0.793349,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C5_R2,13,484,0.006054,0.004332,above,0.1219,2.6818,0.007573989381961314,0.068166,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C5_R3,14,881,0.000852,0.001776,below,-0.1212,-3.5985,0.0003379531275689766,0.008364,**
FA WSL 2018-19,Brighton & Hove Albion WFC,C6_R1,15,391,0.002662,0.003395,below,-0.0543,-1.0738,0.2835971634384433,0.600664,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C6_R2,16,280,0.034733,0.038244,below,-0.0481,-0.8046,0.42175222422987796,0.707686,ns
FA WSL 2018-19,Brighton & Hove Albion WFC,C6_R3,17,585,0.001419,0.002747,below,-0.0985,-2.3815,0.01756075950819615,0.111191,ns
FA WSL 2018-19,Bristol City WFC,C1_R1,0,584,0.001573,0.001736,below,-0.0132,-0.3189,0.7498882491137461,0.889498,ns
FA WSL 2018-19,Bristol City WFC,C1_R2,1,1230,0.003123,0.002176,above,0.0816,2.8622,0.004279017922307566,0.047069,*
FA WSL 2018-19,Bristol City WFC,C1_R3,2,484,0.000822,0.001286,below,-0.0383,-0.8427,0.3998262016381899,0.69256,ns
FA WSL 2018-19,Bristol City WFC,C2_R1,3,1018,0.000969,0.000693,above,0.04,1.2762,0.2021644957908413,0.523809,ns
FA WSL 2018-19,Bristol City WFC,C2_R2,4,865,0.000779,0.000698,above,0.0094,0.2766,0.7821318777588965,0.900361,ns
FA WSL 2018-19,Bristol City WFC,C2_R3,5,996,0.000753,0.000661,above,0.0137,0.4326,0.6653729517650319,0.861071,ns
FA WSL 2018-19,Bristol City WFC,C3_R1,6,1062,0.000443,0.000491,below,-0.0105,-0.3411,0.7330707293143757,0.889498,ns
FA WSL 2018-19,Bristol City WFC,C3_R2,7,838,0.000943,0.00061,above,0.0581,1.6818,0.0929824975246753,0.347369,ns
FA WSL 2018-19,Bristol City WFC,C3_R3,8,1066,0.000465,0.000452,above,0.0029,0.094,0.9251471299183455,0.983834,ns
FA WSL 2018-19,Bristol City WFC,C4_R1,9,951,0.001093,0.000888,above,0.0356,1.0983,0.27237137593097915,0.586191,ns
FA WSL 2018-19,Bristol City WFC,C4_R2,10,594,0.001523,0.001447,above,0.0101,0.2454,0.8062160876311111,0.912176,ns
FA WSL 2018-19,Bristol City WFC,C4_R3,11,1094,0.000806,0.000922,below,-0.022,-0.7268,0.46750611998255237,0.74053,ns
FA WSL 2018-19,Bristol City WFC,C5_R1,12,679,0.002079,0.001869,above,0.0241,0.6293,0.5293736336012026,0.771704,ns
FA WSL 2018-19,Bristol City WFC,C5_R2,13,387,0.004907,0.004447,above,0.0326,0.6412,0.521788316437241,0.771001,ns
FA WSL 2018-19,Bristol City WFC,C5_R3,14,770,0.001635,0.001698,below,-0.0078,-0.2158,0.8291750031569536,0.917188,ns
FA WSL 2018-19,Bristol City WFC,C6_R1,15,380,0.002337,0.003427,below,-0.0788,-1.5357,0.12544139159148104,0.422104,ns
FA WSL 2018-19,Bristol City WFC,C6_R2,16,226,0.030454,0.038672,below,-0.099,-1.4889,0.13790594950539453,0.440409,ns
FA WSL 2018-19,Bristol City WFC,C6_R3,17,466,0.000853,0.002804,below,-0.1637,-3.5341,0.0004501042484556615,0.008697,**
FA WSL 2018-19,Chelsea FCW,C1_R1,0,441,0.002461,0.001647,above,0.0725,1.523,0.128481711681843,0.42399,ns
FA WSL 2018-19,Chelsea FCW,C1_R2,1,985,0.001267,0.002362,below,-0.1195,-3.7492,0.00018771419779185477,0.00531,**
FA WSL 2018-19,Chelsea FCW,C1_R3,2,453,0.001374,0.001231,above,0.0146,0.3103,0.7564687566874411,0.889498,ns
FA WSL 2018-19,Chelsea FCW,C2_R1,3,1282,0.000609,0.000729,below,-0.0226,-0.8096,0.4182965558010529,0.707686,ns
FA WSL 2018-19,Chelsea FCW,C2_R2,4,1239,-4.7e-05,0.000781,below,-0.1348,-4.7442,2.3363604966077203e-06,0.000154,***
FA WSL 2018-19,Chelsea FCW,C2_R3,5,1249,0.00062,0.000674,below,-0.0111,-0.3915,0.6954848582927635,0.871897,ns
FA WSL 2018-19,Chelsea FCW,C3_R1,6,1834,0.000276,0.000508,below,-0.0609,-2.6066,0.009219883837477794,0.076064,ns
FA WSL 2018-19,Chelsea FCW,C3_R2,7,1615,0.000499,0.000655,below,-0.0354,-1.4234,0.1548267408931494,0.457548,ns
FA WSL 2018-19,Chelsea FCW,C3_R3,8,1912,0.000376,0.00046,below,-0.0216,-0.9428,0.34588621224256816,0.673605,ns
FA WSL 2018-19,Chelsea FCW,C4_R1,9,1779,0.00114,0.000884,above,0.0431,1.8176,0.0692966414582975,0.282524,ns
FA WSL 2018-19,Chelsea FCW,C4_R2,10,1351,0.001826,0.001416,above,0.054,1.986,0.047234797109417116,0.2175,ns
FA WSL 2018-19,Chelsea FCW,C4_R3,11,1845,0.001122,0.00089,above,0.0426,1.828,0.06770354037275852,0.282524,ns
FA WSL 2018-19,Chelsea FCW,C5_R1,12,1638,0.002146,0.001862,above,0.0314,1.2716,0.20370359328760052,0.523809,ns
FA WSL 2018-19,Chelsea FCW,C5_R2,13,1223,0.004458,0.004492,below,-0.0025,-0.0889,0.9291769878800826,0.983834,ns
FA WSL 2018-19,Chelsea FCW,C5_R3,14,1578,0.001849,0.001676,above,0.0212,0.8414,0.4002574045079613,0.69256,ns
FA WSL 2018-19,Chelsea FCW,C6_R1,15,1071,0.004064,0.003254,above,0.0597,1.9551,0.050833220660034734,0.228749,ns
FA WSL 2018-19,Chelsea FCW,C6_R2,16,738,0.035199,0.038198,below,-0.0394,-1.0696,0.28516372314827176,0.600664,ns
FA WSL 2018-19,Chelsea FCW,C6_R3,17,1060,0.003691,0.00252,above,0.0797,2.5943,0.009609141069052175,0.076104,ns
FA WSL 2018-19,Everton LFC,C1_R1,0,529,0.002207,0.001673,above,0.0459,1.0561,0.29138290464685196,0.600977,ns
FA WSL 2018-19,Everton LFC,C1_R2,1,1015,0.002481,0.00224,above,0.0223,0.7106,0.47749935299699764,0.750356,ns
FA WSL 2018-19,Everton LFC,C1_R3,2,462,0.001519,0.001216,above,0.0249,0.5357,0.5924536574887893,0.814624,ns
FA WSL 2018-19,Everton LFC,C2_R1,3,1319,0.000446,0.000745,below,-0.0499,-1.8139,0.06991747125013346,0.282524,ns
FA WSL 2018-19,Everton LFC,C2_R2,4,1248,0.000728,0.000703,above,0.0033,0.1152,0.9083171356475286,0.977428,ns
FA WSL 2018-19,Everton LFC,C2_R3,5,1180,0.000777,0.000659,above,0.0188,0.6468,0.5178782979419165,0.770977,ns
FA WSL 2018-19,Everton LFC,C3_R1,6,1442,0.000393,0.000496,below,-0.0221,-0.8379,0.40224425048216245,0.69256,ns
FA WSL 2018-19,Everton LFC,C3_R2,7,1201,0.000562,0.000648,below,-0.0159,-0.55,0.5824101741865263,0.806414,ns
FA WSL 2018-19,Everton LFC,C3_R3,8,1285,0.000435,0.000455,below,-0.004,-0.144,0.8854914959378631,0.974041,ns
FA WSL 2018-19,Everton LFC,C4_R1,9,1128,0.000966,0.000901,above,0.0111,0.3744,0.7081450098694613,0.876329,ns
FA WSL 2018-19,Everton LFC,C4_R2,10,822,0.001455,0.001453,above,0.0003,0.0075,0.9939988095665738,0.993999,ns
FA WSL 2018-19,Everton LFC,C4_R3,11,1005,0.000742,0.000928,below,-0.0334,-1.0604,0.2892163690229852,0.600977,ns
FA WSL 2018-19,Everton LFC,C5_R1,12,729,0.001906,0.001886,above,0.0023,0.063,0.9498197109387619,0.985345,ns
FA WSL 2018-19,Everton LFC,C5_R2,13,537,0.004267,0.004511,below,-0.0183,-0.425,0.6709758164260772,0.862683,ns
FA WSL 2018-19,Everton LFC,C5_R3,14,766,0.002172,0.001644,above,0.0521,1.4433,0.14934932874419532,0.449936,ns
FA WSL 2018-19,Everton LFC,C6_R1,15,510,0.003609,0.0033,above,0.0214,0.4832,0.629157538588386,0.839937,ns
FA WSL 2018-19,Everton LFC,C6_R2,16,310,0.035982,0.038119,below,-0.0272,-0.4793,0.6320737348566452,0.839937,ns
FA WSL 2018-19,Everton LFC,C6_R3,17,524,0.004493,0.00244,above,0.1114,2.5491,0.011085893566979834,0.084423,ns
FA WSL 2018-19,Liverpool WFC,C1_R1,0,411,0.001681,0.001726,below,-0.0037,-0.0753,0.9400403077736808,0.985345,ns
FA WSL 2018-19,Liverpool WFC,C1_R2,1,740,0.003592,0.002129,above,0.1216,3.3088,0.0009824085024234394,0.014963,*
FA WSL 2018-19,Liverpool WFC,C1_R3,2,509,0.000588,0.001309,below,-0.0645,-1.4541,0.14653580912393066,0.449936,ns
FA WSL 2018-19,Liverpool WFC,C2_R1,3,1018,0.000841,0.000705,above,0.0192,0.611,0.5413116686713833,0.772352,ns
FA WSL 2018-19,Liverpool WFC,C2_R2,4,1033,0.001865,0.000589,above,0.1405,4.5168,7.002560080153737e-06,0.000347,***
FA WSL 2018-19,Liverpool WFC,C2_R3,5,1089,0.000624,0.000674,below,-0.008,-0.2646,0.7913742975393953,0.902393,ns
FA WSL 2018-19,Liverpool WFC,C3_R1,6,1239,0.000344,0.000501,below,-0.0349,-1.2281,0.21966065049200317,0.550542,ns
FA WSL 2018-19,Liverpool WFC,C3_R2,7,1115,0.000467,0.000658,below,-0.0333,-1.1105,0.26703549667564835,0.586191,ns
FA WSL 2018-19,Liverpool WFC,C3_R3,8,1555,0.000608,0.000437,above,0.0333,1.3127,0.1894882817993558,0.521093,ns
FA WSL 2018-19,Liverpool WFC,C4_R1,9,941,0.001011,0.000896,above,0.0244,0.7495,0.45376161651076796,0.730446,ns
FA WSL 2018-19,Liverpool WFC,C4_R2,10,709,0.001187,0.00148,below,-0.0456,-1.2133,0.22540553197935168,0.557879,ns
FA WSL 2018-19,Liverpool WFC,C4_R3,11,1088,0.000905,0.000912,below,-0.0011,-0.0355,0.97168188625342,0.985345,ns
FA WSL 2018-19,Liverpool WFC,C5_R1,12,590,0.002103,0.001867,above,0.0269,0.6545,0.5130134462922401,0.770977,ns
FA WSL 2018-19,Liverpool WFC,C5_R2,13,455,0.004461,0.004492,below,-0.0022,-0.0462,0.9631962930029949,0.985345,ns
FA WSL 2018-19,Liverpool WFC,C5_R3,14,816,0.002044,0.001657,above,0.0442,1.2629,0.20699711635561222,0.525454,ns
FA WSL 2018-19,Liverpool WFC,C6_R1,15,384,0.003867,0.003274,above,0.0403,0.7893,0.4304040135918402,0.711737,ns
FA WSL 2018-19,Liverpool WFC,C6_R2,16,234,0.04474,0.037243,above,0.0724,1.1076,0.26915595970388734,0.586191,ns
FA WSL 2018-19,Liverpool WFC,C6_R3,17,492,0.002342,0.002655,below,-0.0225,-0.4997,0.6174932098408042,0.837422,ns
FA WSL 2018-19,Manchester City WFC,C1_R1,0,527,0.002207,0.001673,above,0.0508,1.1672,0.24366405324664386,0.581896,ns
FA WSL 2018-19,Manchester City WFC,C1_R2,1,1214,0.001406,0.002348,below,-0.1004,-3.4994,0.0004831818990679077,0.008697,**
FA WSL 2018-19,Manchester City WFC,C1_R3,2,568,0.001356,0.001232,above,0.012,0.2859,0.7750618916856072,0.89744,ns
FA WSL 2018-19,Manchester City WFC,C2_R1,3,1530,0.000799,0.00071,above,0.0176,0.6888,0.4910565816386783,0.765584,ns
FA WSL 2018-19,Manchester City WFC,C2_R2,4,1757,0.000418,0.000734,below,-0.0482,-2.0194,0.043596015614015805,0.211406,ns
FA WSL 2018-19,Manchester City WFC,C2_R3,5,1634,0.000516,0.000685,below,-0.0326,-1.3194,0.18722232111434498,0.521093,ns
FA WSL 2018-19,Manchester City WFC,C3_R1,6,1958,0.000557,0.00048,above,0.0208,0.921,0.3571592791054016,0.683708,ns
FA WSL 2018-19,Manchester City WFC,C3_R2,7,1929,0.00052,0.000653,below,-0.0308,-1.3522,0.17647375278917202,0.506403,ns
FA WSL 2018-19,Manchester City WFC,C3_R3,8,1956,0.000647,0.000433,above,0.0477,2.1096,0.035017754848155905,0.181442,ns
FA WSL 2018-19,Manchester City WFC,C4_R1,9,1939,0.000903,0.000907,below,-0.0009,-0.0406,0.9676094625670639,0.985345,ns
FA WSL 2018-19,Manchester City WFC,C4_R2,10,1509,0.001364,0.001463,below,-0.0168,-0.6523,0.5142752701378797,0.770977,ns
